ID;Numero;Check in;Check-out;Notti;Camere;Ospiti;Ospiti minorenni;Ospiti maggiorenni;Ospiti esenti;Cittadinanza;Canale;Codice OTA;Stato;Addebiti;Addebito soggiorno;Addebito tassa di soggiorno;Altri addebiti;Commissioni;Commissioni trattenute;Proprietario;Quota Proprietario;Quota PM
A009;KB00150;15/07/2026;17/07/2026;2;2;1;0;1;0;CH;Airbnb;AI-322972;Confermata;410,00;325,00;5,00;80,00;60,75;Sì;Marco Serra;;
A009;KB00151;18/07/2026;20/07/2026;2;2;1;0;1;0;IT;Booking.com;BO-804353;Confermata;390,00;325,00;5,00;60,00;69,30;Sì;Marco Serra;;
A009;KB00152;20/07/2026;22/07/2026;2;2;4;1;3;1;ES;Airbnb;AI-410598;Confermata;420,00;325,00;15,00;80,00;60,75;Sì;Marco Serra;;
A009;KB00153;24/07/2026;27/07/2026;3;2;1;0;1;0;US;Diretto;DI-961689;Confermata;575,00;487,50;7,50;80,00;0,00;No;Marco Serra;;
A009;KB00154;30/07/2026;06/08/2026;7;2;2;2;0;2;IT;Diretto;DI-955862;Confermata;1207,50;1137,50;0,00;70,00;0,00;No;Marco Serra;;
A009;KB00155;07/08/2026;10/08/2026;3;2;2;0;2;0;FR;Diretto;DI-809453;Confermata;450,00;390,00;15,00;45,00;0,00;No;Marco Serra;;
A009;KB00156;10/08/2026;13/08/2026;3;2;2;0;2;0;DE;Airbnb;AI-484719;Confermata;405,00;390,00;15,00;0,00;58,50;Sì;Marco Serra;;
A009;KB00157;16/08/2026;23/08/2026;7;2;1;0;1;0;GB;Airbnb;AI-984283;Annullata;990,00;910,00;10,00;70,00;147,00;Sì;Marco Serra;;
A009;KB00158;26/08/2026;29/08/2026;3;2;1;0;1;0;FR;Airbnb;AI-789385;Confermata;457,50;390,00;7,50;60,00;67,50;Sì;Marco Serra;;
A010;KB00159;02/06/2026;05/06/2026;3;1;2;0;2;0;ES;Booking.com;BO-339677;Confermata;600,00;525,00;15,00;60,00;105,30;Sì;Giulia Pinna;;
A010;KB00160;07/06/2026;11/06/2026;4;1;2;0;2;0;CH;Booking.com;BO-686712;Annullata;720,00;700,00;20,00;0,00;126,00;Sì;Giulia Pinna;;
A010;KB00161;13/06/2026;16/06/2026;3;1;1;0;1;0;FR;Booking.com;BO-479259;Confermata;532,50;525,00;7,50;0,00;94,50;Sì;Giulia Pinna;;
A010;KB00162;18/06/2026;21/06/2026;3;1;1;0;1;0;FR;Airbnb;AI-312890;Confermata;587,50;525,00;7,50;55,00;87,00;Sì;Giulia Pinna;;
A010;KB00163;21/06/2026;24/06/2026;3;1;2;0;2;0;NL;Airbnb;AI-569369;Confermata;585,00;525,00;15,00;45,00;85,50;Sì;Giulia Pinna;;
A010;KB00164;24/06/2026;26/06/2026;2;1;2;1;1;1;IT;Airbnb;AI-323655;Confermata;400,00;350,00;5,00;45,00;59,25;Sì;Giulia Pinna;;
A010;KB00165;26/06/2026;29/06/2026;3;1;2;2;0;2;DE;Booking.com;BO-286043;Confermata;525,00;525,00;0,00;0,00;94,50;Sì;Giulia Pinna;;
A010;KB00166;29/06/2026;01/07/2026;2;1;1;0;1;0;NL;Airbnb;AI-926099;Confermata;415,00;350,00;5,00;60,00;61,50;Sì;Giulia Pinna;;
A010;KB00167;01/07/2026;06/07/2026;5;1;1;0;1;0;FR;Booking.com;BO-110362;Confermata;1148,75;1093,75;10,00;45,00;204,98;Sì;Giulia Pinna;;
A010;KB00168;07/07/2026;10/07/2026;3;1;1;0;1;0;GB;Booking.com;BO-256603;Confermata;718,75;656,25;7,50;55,00;128,03;Sì;Giulia Pinna;;
A010;KB00169;13/07/2026;15/07/2026;2;1;2;2;0;2;FR;Airbnb;AI-121366;Confermata;497,50;437,50;0,00;60,00;74,63;Sì;Giulia Pinna;;
A010;KB00170;17/07/2026;22/07/2026;5;1;1;0;1;0;DE;Booking.com;BO-673910;Confermata;1148,75;1093,75;10,00;45,00;204,98;Sì;Giulia Pinna;;
A010;KB00171;25/07/2026;01/08/2026;7;1;1;0;1;0;GB;Airbnb;AI-919851;Confermata;1541,25;1531,25;10,00;0,00;229,69;Sì;Giulia Pinna;;
A010;KB00172;04/08/2026;07/08/2026;3;1;2;0;2;0;CH;Airbnb;AI-768980;Confermata;585,00;525,00;15,00;45,00;85,50;Sì;Giulia Pinna;;
A010;KB00173;08/08/2026;13/08/2026;5;1;1;0;1;0;IT;Booking.com;BO-872918;Confermata;945,00;875,00;10,00;60,00;168,30;Sì;Giulia Pinna;;
A010;KB00174;13/08/2026;16/08/2026;3;1;2;0;2;0;CH;Airbnb;AI-950195;Confermata;620,00;525,00;15,00;80,00;90,75;Sì;Giulia Pinna;;
A010;KB00175;19/08/2026;21/08/2026;2;1;1;0;1;0;GB;Airbnb;AI-770021;Confermata;415,00;350,00;5,00;60,00;61,50;Sì;Giulia Pinna;;
A010;KB00176;22/08/2026;29/08/2026;7;1;2;0;2;0;CH;Airbnb;AI-393651;Confermata;1325,00;1225,00;20,00;80,00;195,75;Sì;Giulia Pinna;;
A011;KB00177;01/06/2026;04/06/2026;3;2;2;0;2;0;US;Airbnb;AI-255180;Confermata;545,00;450,00;15,00;80,00;79,50;Sì;Antonio Melis;;
A011;KB00178;06/06/2026;13/06/2026;7;2;1;0;1;0;DE;Airbnb;AI-829706;Confermata;1120,00;1050,00;10,00;60,00;166,50;Sì;Antonio Melis;;
A011;KB00179;14/06/2026;19/06/2026;5;2;2;2;0;2;FR;Airbnb;AI-339620;Annullata;830,00;750,00;0,00;80,00;124,50;Sì;Antonio Melis;;
A011;KB00180;21/06/2026;25/06/2026;4;2;1;0;1;0;NL;Airbnb;AI-995635;Confermata;610,00;600,00;10,00;0,00;90,00;Sì;Antonio Melis;;
A011;KB00181;27/06/2026;01/07/2026;4;2;4;0;4;0;ES;Booking.com;BO-916520;Confermata;685,00;600,00;40,00;45,00;116,10;Sì;Antonio Melis;;
A011;KB00182;01/07/2026;03/07/2026;2;2;4;1;3;1;FR;Airbnb;AI-176410;Confermata;435,00;375,00;15,00;45,00;63,00;Sì;Antonio Melis;;
A011;KB00183;05/07/2026;09/07/2026;4;2;4;2;2;2;CH;Booking.com;BO-121387;Confermata;830,00;750,00;20,00;60,00;145,80;Sì;Antonio Melis;;
A011;KB00184;09/07/2026;13/07/2026;4;2;2;2;0;2;CH;Booking.com;BO-402473;Confermata;810,00;750,00;0,00;60,00;145,80;Sì;Antonio Melis;;
A011;KB00185;16/07/2026;19/07/2026;3;2;4;0;4;0;US;Airbnb;AI-808642;Confermata;652,50;562,50;30,00;60,00;93,38;Sì;Antonio Melis;;
A011;KB00186;19/07/2026;24/07/2026;5;2;2;0;2;0;US;Booking.com;BO-936398;Confermata;1037,50;937,50;20,00;80,00;183,15;Sì;Antonio Melis;;
A011;KB00187;25/07/2026;29/07/2026;4;2;4;2;2;2;GB;Booking.com;BO-861624;Confermata;830,00;750,00;20,00;60,00;145,80;Sì;Antonio Melis;;
A011;KB00188;01/08/2026;03/08/2026;2;2;3;0;3;0;IT;Diretto;DI-292994;Confermata;375,00;300,00;15,00;60,00;0,00;No;Antonio Melis;;
A011;KB00189;06/08/2026;11/08/2026;5;2;3;2;1;2;ES;Booking.com;BO-625925;Confermata;840,00;750,00;10,00;80,00;149,40;Sì;Antonio Melis;;
A011;KB00190;14/08/2026;18/08/2026;4;2;1;0;1;0;DE;Airbnb;AI-599461;Confermata;690,00;600,00;10,00;80,00;102,00;Sì;Antonio Melis;;
A011;KB00191;19/08/2026;22/08/2026;3;2;4;0;4;0;NL;Diretto;DI-413198;Confermata;550,00;450,00;30,00;70,00;0,00;No;Antonio Melis;;
A011;KB00192;23/08/2026;27/08/2026;4;2;4;1;3;1;NL;Airbnb;AI-615485;Confermata;685,00;600,00;30,00;55,00;98,25;Sì;Antonio Melis;;
A011;KB00193;27/08/2026;30/08/2026;3;2;3;2;1;2;IT;Airbnb;AI-987965;Confermata;502,50;450,00;7,50;45,00;74,25;Sì;Antonio Melis;;
A012;KB00194;02/06/2026;05/06/2026;3;1;2;2;0;2;CH;Airbnb;AI-605272;Confermata;530,00;450,00;0,00;80,00;79,50;Sì;Francesca Loi;;
A012;KB00195;07/06/2026;10/06/2026;3;1;1;0;1;0;CH;Airbnb;AI-666825;Confermata;502,50;450,00;7,50;45,00;74,25;Sì;Francesca Loi;;
A012;KB00196;11/06/2026;18/06/2026;7;1;2;1;1;1;GB;Airbnb;AI-530732;Confermata;1130,00;1050,00;10,00;70,00;168,00;Sì;Francesca Loi;;
A012;KB00197;19/06/2026;22/06/2026;3;1;2;0;2;0;US;Booking.com;BO-624870;Confermata;545,00;450,00;15,00;80,00;95,40;Sì;Francesca Loi;;
A012;KB00198;22/06/2026;24/06/2026;2;1;1;0;1;0;ES;Airbnb;AI-761248;Confermata;375,00;300,00;5,00;70,00;55,50;Sì;Francesca Loi;;
A012;KB00199;25/06/2026;27/06/2026;2;1;1;0;1;0;FR;Airbnb;AI-476346;Confermata;305,00;300,00;5,00;0,00;45,00;Sì;Francesca Loi;;
A012;KB00200;28/06/2026;02/07/2026;4;1;3;0;3;0;NL;Diretto;DI-456906;Confermata;690,00;600,00;30,00;60,00;0,00;No;Francesca Loi;;
A012;KB00201;02/07/2026;07/07/2026;5;1;2;0;2;0;ES;Airbnb;AI-203886;Confermata;1027,50;937,50;20,00;70,00;151,13;Sì;Francesca Loi;;
A012;KB00202;09/07/2026;12/07/2026;3;1;1;0;1;0;DE;Booking.com;BO-382048;Confermata;630,00;562,50;7,50;60,00;112,05;Sì;Francesca Loi;;
A012;KB00203;14/07/2026;17/07/2026;3;1;3;1;2;1;FR;Booking.com;BO-226534;Confermata;622,50;562,50;15,00;45,00;109,35;Sì;Francesca Loi;;
A012;KB00204;18/07/2026;25/07/2026;7;1;2;0;2;0;CH;Airbnb;AI-803729;Confermata;1332,50;1312,50;20,00;0,00;196,88;Sì;Francesca Loi;;
A012;KB00205;28/07/2026;01/08/2026;4;1;1;0;1;0;ES;Airbnb;AI-912797;Confermata;815,00;750,00;10,00;55,00;120,75;Sì;Francesca Loi;;
A012;KB00206;01/08/2026;08/08/2026;7;1;1;0;1;0;FR;Airbnb;AI-376964;Confermata;1140,00;1050,00;10,00;80,00;169,50;Sì;Francesca Loi;;
A012;KB00207;08/08/2026;15/08/2026;7;1;1;0;1;0;ES;Booking.com;BO-118524;Annullata;1140,00;1050,00;10,00;80,00;203,40;Sì;Francesca Loi;;
A012;KB00208;15/08/2026;18/08/2026;3;1;3;0;3;0;US;Booking.com;BO-849485;Confermata;552,50;450,00;22,50;80,00;95,40;Sì;Francesca Loi;;
A012;KB00209;18/08/2026;21/08/2026;3;1;2;2;0;2;FR;Booking.com;BO-384899;Confermata;450,00;450,00;0,00;0,00;81,00;Sì;Francesca Loi;;
A012;KB00210;24/08/2026;27/08/2026;3;1;2;0;2;0;ES;Diretto;DI-519908;Confermata;520,00;450,00;15,00;55,00;0,00;No;Francesca Loi;;
A012;KB00211;27/08/2026;01/09/2026;5;1;2;2;0;2;DE;Airbnb;AI-831390;Confermata;795,00;750,00;0,00;45,00;119,25;Sì;Francesca Loi;;
A013;KB00212;03/06/2026;10/06/2026;7;3;3;0;3;0;NL;Diretto;DI-457831;Confermata;855,00;770,00;30,00;55,00;0,00;No;Paolo Cabras;;
A013;KB00213;10/06/2026;17/06/2026;7;3;3;1;2;1;IT;Airbnb;AI-718894;Confermata;860,00;770,00;20,00;70,00;126,00;Sì;Paolo Cabras;;
A013;KB00214;17/06/2026;20/06/2026;3;3;4;1;3;1;GB;Airbnb;AI-871002;Confermata;422,50;330,00;22,50;70,00;60,00;Sì;Paolo Cabras;;
A013;KB00215;21/06/2026;23/06/2026;2;3;1;0;1;0;GB;Airbnb;AI-299114;Confermata;225,00;220,00;5,00;0,00;33,00;Sì;Paolo Cabras;;
A013;KB00216;24/06/2026;29/06/2026;5;3;3;1;2;1;IT;Booking.com;BO-713774;Confermata;630,00;550,00;20,00;60,00;109,80;Sì;Paolo Cabras;;
A013;KB00217;30/06/2026;02/07/2026;2;3;4;0;4;0;ES;Airbnb;AI-531926;Confermata;310,00;220,00;20,00;70,00;43,50;Sì;Paolo Cabras;;
A013;KB00218;02/07/2026;07/07/2026;5;3;2;2;0;2;ES;Airbnb;AI-805345;Confermata;742,50;687,50;0,00;55,00;111,38;Sì;Paolo Cabras;;
A013;KB00219;07/07/2026;11/07/2026;4;3;2;0;2;0;DE;Booking.com;BO-150127;Confermata;640,00;550,00;20,00;70,00;111,60;Sì;Paolo Cabras;;
A013;KB00220;13/07/2026;17/07/2026;4;3;5;0;5;0;IT;Airbnb;AI-227821;Confermata;655,00;550,00;50,00;55,00;90,75;Sì;Paolo Cabras;;
A013;KB00221;20/07/2026;23/07/2026;3;3;2;1;1;1;ES;Diretto;DI-244266;Confermata;475,00;412,50;7,50;55,00;0,00;No;Paolo Cabras;;
A013;KB00222;23/07/2026;30/07/2026;7;3;1;0;1;0;NL;Airbnb;AI-755896;Annullata;1032,50;962,50;10,00;60,00;153,38;Sì;Paolo Cabras;;
A013;KB00223;31/07/2026;07/08/2026;7;3;3;2;1;2;CH;Booking.com;BO-506593;Confermata;1052,50;962,50;10,00;80,00;187,65;Sì;Paolo Cabras;;
A013;KB00224;08/08/2026;11/08/2026;3;3;3;0;3;0;DE;Airbnb;AI-713825;Confermata;422,50;330,00;22,50;70,00;60,00;Sì;Paolo Cabras;;
A013;KB00225;12/08/2026;16/08/2026;4;3;2;0;2;0;NL;Airbnb;AI-836478;Confermata;520,00;440,00;20,00;60,00;75,00;Sì;Paolo Cabras;;
A013;KB00226;18/08/2026;21/08/2026;3;3;5;1;4;1;IT;Diretto;DI-300425;Confermata;440,00;330,00;30,00;80,00;0,00;No;Paolo Cabras;;
A013;KB00227;21/08/2026;24/08/2026;3;3;4;2;2;2;DE;Airbnb;AI-190571;Confermata;400,00;330,00;15,00;55,00;57,75;Sì;Paolo Cabras;;
A013;KB00228;24/08/2026;31/08/2026;7;3;3;0;3;0;DE;Booking.com;BO-591412;Confermata;860,00;770,00;30,00;60,00;149,40;Sì;Paolo Cabras;;
A014;KB00229;02/06/2026;06/06/2026;4;1;1;0;1;0;DE;Diretto;DI-134956;Confermata;350,00;340,00;10,00;0,00;0,00;No;Elena Piras;;
A014;KB00230;07/06/2026;12/06/2026;5;1;2;0;2;0;DE;Booking.com;BO-525204;Confermata;525,00;425,00;20,00;80,00;90,90;Sì;Elena Piras;;
A014;KB00231;13/06/2026;16/06/2026;3;1;1;0;1;0;ES;Airbnb;AI-765041;Confermata;332,50;255,00;7,50;70,00;48,75;Sì;Elena Piras;;
A014;KB00232;16/06/2026;21/06/2026;5;1;1;0;1;0;IT;Airbnb;AI-591283;Confermata;515,00;425,00;10,00;80,00;75,75;Sì;Elena Piras;;
A014;KB00233;22/06/2026;29/06/2026;7;1;2;0;2;0;NL;Booking.com;BO-886330;Confermata;685,00;595,00;20,00;70,00;119,70;Sì;Elena Piras;;
A014;KB00234;29/06/2026;06/07/2026;7;1;2;0;2;0;US;Booking.com;BO-560496;Confermata;675,00;595,00;20,00;60,00;117,90;Sì;Elena Piras;;
A014;KB00235;08/07/2026;10/07/2026;2;1;1;0;1;0;US;Airbnb;AI-519060;Confermata;272,50;212,50;5,00;55,00;40,13;Sì;Elena Piras;;
A014;KB00236;11/07/2026;13/07/2026;2;1;2;2;0;2;IT;Booking.com;BO-463409;Confermata;292,50;212,50;0,00;80,00;52,65;Sì;Elena Piras;;
A014;KB00237;13/07/2026;17/07/2026;4;1;2;0;2;0;ES;Airbnb;AI-732880;Annullata;490,00;425,00;20,00;45,00;70,50;Sì;Elena Piras;;
A014;KB00238;17/07/2026;20/07/2026;3;1;2;0;2;0;FR;Booking.com;BO-456002;Confermata;393,75;318,75;15,00;60,00;68,18;Sì;Elena Piras;;
A014;KB00239;20/07/2026;25/07/2026;5;1;1;0;1;0;FR;Booking.com;BO-912085;Confermata;596,25;531,25;10,00;55,00;105,53;Sì;Elena Piras;;
A014;KB00240;25/07/2026;28/07/2026;3;1;2;1;1;1;US;Airbnb;AI-698287;Confermata;406,25;318,75;7,50;80,00;59,81;Sì;Elena Piras;;
A014;KB00241;30/07/2026;03/08/2026;4;1;1;0;1;0;US;Airbnb;AI-669422;Confermata;495,00;425,00;10,00;60,00;72,75;Sì;Elena Piras;;
A014;KB00242;03/08/2026;05/08/2026;2;1;2;0;2;0;ES;Airbnb;AI-520991;Confermata;180,00;170,00;10,00;0,00;25,50;Sì;Elena Piras;;
A014;KB00243;05/08/2026;08/08/2026;3;1;1;0;1;0;ES;Booking.com;BO-537200;Confermata;332,50;255,00;7,50;70,00;58,50;Sì;Elena Piras;;
A014;KB00244;09/08/2026;16/08/2026;7;1;1;0;1;0;US;Diretto;DI-650128;Confermata;685,00;595,00;10,00;80,00;0,00;No;Elena Piras;;
A014;KB00245;17/08/2026;20/08/2026;3;1;2;0;2;0;ES;Diretto;DI-430798;Confermata;350,00;255,00;15,00;80,00;0,00;No;Elena Piras;;
A014;KB00246;21/08/2026;24/08/2026;3;1;2;2;0;2;ES;Airbnb;AI-362986;Confermata;325,00;255,00;0,00;70,00;48,75;Sì;Elena Piras;;
A014;KB00247;24/08/2026;29/08/2026;5;1;2;0;2;0;ES;Booking.com;BO-616338;Confermata;490,00;425,00;20,00;45,00;84,60;Sì;Elena Piras;;
A015;KB00248;02/06/2026;04/06/2026;2;2;2;0;2;0;GB;Diretto;DI-790062;Confermata;330,00;260,00;10,00;60,00;0,00;No;Roberto Sanna;;
A015;KB00249;05/06/2026;09/06/2026;4;2;3;0;3;0;CH;Booking.com;BO-337742;Confermata;550,00;520,00;30,00;0,00;93,60;Sì;Roberto Sanna;;
A015;KB00250;10/06/2026;15/06/2026;5;2;4;0;4;0;CH;Booking.com;BO-458248;Confermata;745,00;650,00;40,00;55,00;126,90;Sì;Roberto Sanna;;
A015;KB00251;15/06/2026;19/06/2026;4;2;4;2;2;2;DE;Diretto;DI-188183;Confermata;585,00;520,00;20,00;45,00;0,00;No;Roberto Sanna;;
A015;KB00252;20/06/2026;23/06/2026;3;2;4;2;2;2;CH;Booking.com;BO-712825;Confermata;450,00;390,00;15,00;45,00;78,30;Sì;Roberto Sanna;;
A015;KB00253;23/06/2026;26/06/2026;3;2;3;1;2;1;CH;Booking.com;BO-334498;Confermata;475,00;390,00;15,00;70,00;82,80;Sì;Roberto Sanna;;
A015;KB00254;27/06/2026;30/06/2026;3;2;2;1;1;1;US;Airbnb;AI-281003;Confermata;397,50;390,00;7,50;0,00;58,50;Sì;Roberto Sanna;;
A015;KB00255;30/06/2026;05/07/2026;5;2;3;0;3;0;ES;Diretto;DI-648019;Confermata;735,00;650,00;30,00;55,00;0,00;No;Roberto Sanna;;
A015;KB00256;06/07/2026;11/07/2026;5;2;1;0;1;0;DE;Booking.com;BO-867658;Confermata;902,50;812,50;10,00;80,00;160,65;Sì;Roberto Sanna;;
A015;KB00257;11/07/2026;14/07/2026;3;2;3;1;2;1;ES;Booking.com;BO-458223;Confermata;502,50;487,50;15,00;0,00;87,75;Sì;Roberto Sanna;;
A015;KB00258;14/07/2026;17/07/2026;3;2;2;0;2;0;ES;Booking.com;BO-918201;Confermata;562,50;487,50;15,00;60,00;98,55;Sì;Roberto Sanna;;
A015;KB00259;17/07/2026;22/07/2026;5;2;1;0;1;0;ES;Airbnb;AI-928529;Confermata;882,50;812,50;10,00;60,00;130,88;Sì;Roberto Sanna;;
A015;KB00260;24/07/2026;31/07/2026;7;2;4;1;3;1;NL;Booking.com;BO-383379;Annullata;1237,50;1137,50;30,00;70,00;217,35;Sì;Roberto Sanna;;
A015;KB00261;01/08/2026;06/08/2026;5;2;3;0;3;0;CH;Airbnb;AI-124202;Confermata;760,00;650,00;30,00;80,00;109,50;Sì;Roberto Sanna;;
A015;KB00262;06/08/2026;13/08/2026;7;2;2;0;2;0;US;Airbnb;AI-216771;Confermata;930,00;910,00;20,00;0,00;136,50;Sì;Roberto Sanna;;
A015;KB00263;14/08/2026;18/08/2026;4;2;4;0;4;0;NL;Airbnb;AI-618455;Confermata;605,00;520,00;40,00;45,00;84,75;Sì;Roberto Sanna;;
A015;KB00264;19/08/2026;23/08/2026;4;2;1;0;1;0;FR;Airbnb;AI-188338;Confermata;530,00;520,00;10,00;0,00;78,00;Sì;Roberto Sanna;;
A015;KB00265;25/08/2026;30/08/2026;5;2;4;0;4;0;NL;Booking.com;BO-777309;Confermata;735,00;650,00;40,00;45,00;125,10;Sì;Roberto Sanna;;
A016;KB00266;03/06/2026;10/06/2026;7;1;2;0;2;0;DE;Booking.com;BO-521322;Confermata;730,00;665,00;20,00;45,00;127,80;Sì;Chiara Deiana;;
A016;KB00267;11/06/2026;15/06/2026;4;1;2;0;2;0;DE;Booking.com;BO-372464;Confermata;470,00;380,00;20,00;70,00;81,00;Sì;Chiara Deiana;;
A016;KB00268;16/06/2026;19/06/2026;3;1;1;0;1;0;CH;Airbnb;AI-134224;Confermata;362,50;285,00;7,50;70,00;53,25;Sì;Chiara Deiana;;
A016;KB00269;22/06/2026;24/06/2026;2;1;1;0;1;0;US;Airbnb;AI-594961;Confermata;255,00;190,00;5,00;60,00;37,50;Sì;Chiara Deiana;;
A016;KB00270;27/06/2026;02/07/2026;5;1;1;0;1;0;FR;Booking.com;BO-155653;Confermata;530,00;475,00;10,00;45,00;93,60;Sì;Chiara Deiana;;
A016;KB00271;02/07/2026;06/07/2026;4;1;2;1;1;1;IT;Diretto;DI-106137;Confermata;540,00;475,00;10,00;55,00;0,00;No;Chiara Deiana;;
A016;KB00272;09/07/2026;12/07/2026;3;1;2;2;0;2;ES;Booking.com;BO-188319;Confermata;436,25;356,25;0,00;80,00;78,53;Sì;Chiara Deiana;;
A016;KB00273;13/07/2026;16/07/2026;3;1;2;0;2;0;NL;Airbnb;AI-352773;Confermata;451,25;356,25;15,00;80,00;65,44;Sì;Chiara Deiana;;
A016;KB00274;16/07/2026;19/07/2026;3;1;1;0;1;0;NL;Airbnb;AI-390309;Confermata;433,75;356,25;7,50;70,00;63,94;Sì;Chiara Deiana;;
A016;KB00275;19/07/2026;22/07/2026;3;1;1;0;1;0;FR;Airbnb;AI-212736;Confermata;363,75;356,25;7,50;0,00;53,44;Sì;Chiara Deiana;;
A016;KB00276;23/07/2026;28/07/2026;5;1;2;0;2;0;ES;Airbnb;AI-284535;Confermata;683,75;593,75;20,00;70,00;99,56;Sì;Chiara Deiana;;
A016;KB00277;31/07/2026;03/08/2026;3;1;1;0;1;0;NL;Airbnb;AI-567671;Confermata;418,75;356,25;7,50;55,00;61,69;Sì;Chiara Deiana;;
A016;KB00278;04/08/2026;11/08/2026;7;1;2;0;2;0;CH;Booking.com;BO-419258;Confermata;685,00;665,00;20,00;0,00;119,70;Sì;Chiara Deiana;;
A016;KB00279;14/08/2026;19/08/2026;5;1;1;0;1;0;IT;Airbnb;AI-950458;Confermata;545,00;475,00;10,00;60,00;80,25;Sì;Chiara Deiana;;
A016;KB00280;19/08/2026;22/08/2026;3;1;1;0;1;0;IT;Booking.com;BO-173889;Confermata;347,50;285,00;7,50;55,00;61,20;Sì;Chiara Deiana;;
A016;KB00281;23/08/2026;27/08/2026;4;1;1;0;1;0;NL;Booking.com;BO-227598;Annullata;445,00;380,00;10,00;55,00;78,30;Sì;Chiara Deiana;;
A017;KB00282;03/06/2026;06/06/2026;3;2;4;0;4;0;GB;Booking.com;BO-440334;Confermata;625,00;525,00;30,00;70,00;107,10;Sì;Stefano Marras;;
A017;KB00283;09/06/2026;12/06/2026;3;2;1;0;1;0;US;Diretto;DI-873953;Confermata;602,50;525,00;7,50;70,00;0,00;No;Stefano Marras;;
A017;KB00284;12/06/2026;15/06/2026;3;2;2;0;2;0;NL;Airbnb;AI-509739;Confermata;595,00;525,00;15,00;55,00;87,00;Sì;Stefano Marras;;
A017;KB00285;18/06/2026;21/06/2026;3;2;3;0;3;0;IT;Booking.com;BO-129373;Confermata;617,50;525,00;22,50;70,00;107,10;Sì;Stefano Marras;;
A017;KB00286;22/06/2026;29/06/2026;7;2;3;0;3;0;FR;Airbnb;AI-299694;Confermata;1335,00;1225,00;30,00;80,00;195,75;Sì;Stefano Marras;;
A017;KB00287;29/06/2026;02/07/2026;3;2;3;0;3;0;CH;Booking.com;BO-941391;Confermata;602,50;525,00;22,50;55,00;104,40;Sì;Stefano Marras;;
A017;KB00288;02/07/2026;05/07/2026;3;2;2;0;2;0;FR;Airbnb;AI-628314;Confermata;671,25;656,25;15,00;0,00;98,44;Sì;Stefano Marras;;
A017;KB00289;05/07/2026;07/07/2026;2;2;4;1;3;1;ES;Airbnb;AI-709205;Confermata;507,50;437,50;15,00;55,00;73,88;Sì;Stefano Marras;;
A017;KB00290;10/07/2026;13/07/2026;3;2;1;0;1;0;ES;Booking.com;BO-861325;Confermata;663,75;656,25;7,50;0,00;118,13;Sì;Stefano Marras;;
A017;KB00291;16/07/2026;18/07/2026;2;2;1;0;1;0;IT;Booking.com;BO-901583;Confermata;442,50;437,50;5,00;0,00;78,75;Sì;Stefano Marras;;
A017;KB00292;18/07/2026;22/07/2026;4;2;1;0;1;0;IT;Booking.com;BO-965667;Confermata;940,00;875,00;10,00;55,00;167,40;Sì;Stefano Marras;;
A017;KB00293;22/07/2026;25/07/2026;3;2;4;0;4;0;CH;Airbnb;AI-341051;Confermata;686,25;656,25;30,00;0,00;98,44;Sì;Stefano Marras;;
A017;KB00294;27/07/2026;30/07/2026;3;2;5;0;5;0;DE;Airbnb;AI-336724;Confermata;693,75;656,25;37,50;0,00;98,44;Sì;Stefano Marras;;
A017;KB00295;30/07/2026;06/08/2026;7;2;1;0;1;0;ES;Diretto;DI-980337;Confermata;1611,25;1531,25;10,00;70,00;0,00;No;Stefano Marras;;
A017;KB00296;07/08/2026;10/08/2026;3;2;4;0;4;0;DE;Airbnb;AI-621579;Confermata;610,00;525,00;30,00;55,00;87,00;Sì;Stefano Marras;;
A017;KB00297;13/08/2026;15/08/2026;2;2;2;0;2;0;FR;Airbnb;AI-839471;Confermata;405,00;350,00;10,00;45,00;59,25;Sì;Stefano Marras;;
A017;KB00298;15/08/2026;22/08/2026;7;2;5;0;5;0;DE;Booking.com;BO-505628;Confermata;1320,00;1225,00;50,00;45,00;228,60;Sì;Stefano Marras;;
A017;KB00299;22/08/2026;26/08/2026;4;2;5;0;5;0;US;Airbnb;AI-237861;Confermata;810,00;700,00;50,00;60,00;114,00;Sì;Stefano Marras;;
A018;KB00300;01/06/2026;05/06/2026;4;2;2;0;2;0;ES;Booking.com;BO-199987;Confermata;595,00;520,00;20,00;55,00;103,50;Sì;Laura Puddu;;
A018;KB00301;06/06/2026;10/06/2026;4;2;4;2;2;2;NL;Booking.com;BO-820995;Confermata;595,00;520,00;20,00;55,00;103,50;Sì;Laura Puddu;;
A018;KB00302;11/06/2026;13/06/2026;2;2;1;0;1;0;US;Airbnb;AI-608974;Confermata;345,00;260,00;5,00;80,00;51,00;Sì;Laura Puddu;;
A018;KB00303;13/06/2026;17/06/2026;4;2;2;1;1;1;FR;Booking.com;BO-442741;Confermata;575,00;520,00;10,00;45,00;101,70;Sì;Laura Puddu;;
A018;KB00304;17/06/2026;22/06/2026;5;2;1;0;1;0;GB;Airbnb;AI-656606;Confermata;715,00;650,00;10,00;55,00;105,75;Sì;Laura Puddu;;
A018;KB00305;25/06/2026;27/06/2026;2;2;4;1;3;1;NL;Airbnb;AI-949903;Confermata;355,00;260,00;15,00;80,00;51,00;Sì;Laura Puddu;;
A018;KB00306;27/06/2026;29/06/2026;2;2;2;1;1;1;NL;Booking.com;BO-445834;Confermata;345,00;260,00;5,00;80,00;61,20;Sì;Laura Puddu;;
